,cellular_classification,sex_ontology_term_id,tissue_ontology_term_id,assay_ontology_term_id,disease_ontology_term_id,cell_type_ontology_term_id,self_reported_ethnicity_ontology_term_id,development_stage_ontology_term_id,organism_ontology_term_id,is_primary_data,donor_id,suspension_type,tissue_type,cell_type,assay,disease,organism,sex,tissue,self_reported_ethnicity,development_stage,observation_joinid,source,predicted_labels,over_clustering,majority_voting,conf_score,hra_prediction,Organ_Level,Organ_ID,Annotation_Label_ID,CL_Label,clid,match_type,gene_expr
D28.3_30,beta,PATO:0000384,UBERON:0001264,EFO:0010010,PATO:0000461,CL:0000169,unknown,HsapDv:0000148,NCBITaxon:9606,True,D28,cell,tissue,type B pancreatic cell,CEL-seq2,normal,Homo sapiens,male,pancreas,unknown,54-year-old human stage,d|)e+E|J{N,cbaf2a53-1185-4056-a1e2-9fe26128eda5,beta_MHC/autoantigen,1,beta_MHC/autoantigen,0.00031783364744904593,beta_MHC/autoantigen,Adult_Human_PancreaticIslet_pkl,UBERON:0001264,CT:0000456,type B pancreatic cell:MHCII presenting,CL:0000171,skos:narrowMatch,"[{""gene_id"": ""HGNC:14359"", ""gene_label"": ""IRX2"", ""ensembl_id"": ""ENSG00000170561"", ""mean_gene_expr_value"": 0.5481737852096558}, {""gene_id"": ""HGNC:4191"", ""gene_label"": ""GCG"", ""ensembl_id"": ""ENSG00000115263"", ""mean_gene_expr_value"": 4.992589473724365}, {""gene_id"": ""HGNC:2516"", ""gene_label"": ""CTNND2"", ""ensembl_id"": ""ENSG00000169862"", ""mean_gene_expr_value"": 0.2910948395729065}, {""gene_id"": ""HGNC:26483"", ""gene_label"": ""GLT1D1"", ""ensembl_id"": ""ENSG00000151948"", ""mean_gene_expr_value"": 0.12478896975517273}, {""gene_id"": ""HGNC:4187"", ""gene_label"": ""GC"", ""ensembl_id"": ""ENSG00000145321"", ""mean_gene_expr_value"": 1.273152470588684}, {""gene_id"": ""HGNC:17171"", ""gene_label"": ""LOXL4"", ""ensembl_id"": ""ENSG00000138131"", ""mean_gene_expr_value"": 0.5461155772209167}, {""gene_id"": ""HGNC:4331"", ""gene_label"": ""GLS"", ""ensembl_id"": ""ENSG00000115419"", ""mean_gene_expr_value"": 1.1835720539093018}, {""gene_id"": ""HGNC:6272"", ""gene_label"": ""KCNK1"", ""ensembl_id"": ""ENSG00000135750"", ""mean_gene_expr_value"": 0.3704766035079956}, {""gene_id"": ""HGNC:29527"", ""gene_label"": ""HIGD1A"", ""ensembl_id"": ""ENSG00000181061"", ""mean_gene_expr_value"": 0.9497678279876709}, {""gene_id"": ""HGNC:9355"", ""gene_label"": ""PRDX5"", ""ensembl_id"": ""ENSG00000126432"", ""mean_gene_expr_value"": 1.2167537212371826}]"
D28.3_31,acinar,PATO:0000384,UBERON:0001264,EFO:0010010,PATO:0000461,CL:0002064,unknown,HsapDv:0000148,NCBITaxon:9606,True,D28,cell,tissue,pancreatic acinar cell,CEL-seq2,normal,Homo sapiens,male,pancreas,unknown,54-year-old human stage,&SV`vsuw%~,cbaf2a53-1185-4056-a1e2-9fe26128eda5,beta_stress II,11,beta_stress II,0.01626373527146702,beta_stress II,Adult_Human_PancreaticIslet_pkl,UBERON:0001264,CT:0000461,type B pancreatic cell:stress II,CL:0000171,skos:narrowMatch,"[{""gene_id"": ""HGNC:14359"", ""gene_label"": ""IRX2"", ""ensembl_id"": ""ENSG00000170561"", ""mean_gene_expr_value"": 0.5481737852096558}, {""gene_id"": ""HGNC:4191"", ""gene_label"": ""GCG"", ""ensembl_id"": ""ENSG00000115263"", ""mean_gene_expr_value"": 4.992589473724365}, {""gene_id"": ""HGNC:2516"", ""gene_label"": ""CTNND2"", ""ensembl_id"": ""ENSG00000169862"", ""mean_gene_expr_value"": 0.2910948395729065}, {""gene_id"": ""HGNC:26483"", ""gene_label"": ""GLT1D1"", ""ensembl_id"": ""ENSG00000151948"", ""mean_gene_expr_value"": 0.12478896975517273}, {""gene_id"": ""HGNC:4187"", ""gene_label"": ""GC"", ""ensembl_id"": ""ENSG00000145321"", ""mean_gene_expr_value"": 1.273152470588684}, {""gene_id"": ""HGNC:17171"", ""gene_label"": ""LOXL4"", ""ensembl_id"": ""ENSG00000138131"", ""mean_gene_expr_value"": 0.5461155772209167}, {""gene_id"": ""HGNC:4331"", ""gene_label"": ""GLS"", ""ensembl_id"": ""ENSG00000115419"", ""mean_gene_expr_value"": 1.1835720539093018}, {""gene_id"": ""HGNC:6272"", ""gene_label"": ""KCNK1"", ""ensembl_id"": ""ENSG00000135750"", ""mean_gene_expr_value"": 0.3704766035079956}, {""gene_id"": ""HGNC:29527"", ""gene_label"": ""HIGD1A"", ""ensembl_id"": ""ENSG00000181061"", ""mean_gene_expr_value"": 0.9497678279876709}, {""gene_id"": ""HGNC:9355"", ""gene_label"": ""PRDX5"", ""ensembl_id"": ""ENSG00000126432"", ""mean_gene_expr_value"": 1.2167537212371826}]"
D28.3_37,beta,PATO:0000384,UBERON:0001264,EFO:0010010,PATO:0000461,CL:0000169,unknown,HsapDv:0000148,NCBITaxon:9606,True,D28,cell,tissue,type B pancreatic cell,CEL-seq2,normal,Homo sapiens,male,pancreas,unknown,54-year-old human stage,U5-z_6ubi8,cbaf2a53-1185-4056-a1e2-9fe26128eda5,delta,1,beta_MHC/autoantigen,5.829790329110708e-05,delta,Adult_Human_PancreaticIslet_pkl,UBERON:0001264,CT:0000462,pancreatic D cell,CL:0000173,skos:exactMatch,"[{""gene_id"": ""HGNC:9922"", ""gene_label"": ""RBP4"", ""ensembl_id"": ""ENSG00000138207"", ""mean_gene_expr_value"": 0.917290449142456}, {""gene_id"": ""HGNC:4799"", ""gene_label"": ""HADH"", ""ensembl_id"": ""ENSG00000138796"", ""mean_gene_expr_value"": 1.0176043510437012}, {""gene_id"": ""HGNC:15911"", ""gene_label"": ""NOP56"", ""ensembl_id"": ""ENSG00000101361"", ""mean_gene_expr_value"": 0.652309000492096}, {""gene_id"": ""HGNC:23736"", ""gene_label"": ""RPL13AP5"", ""ensembl_id"": ""ENSG00000236552"", ""mean_gene_expr_value"": 0.2674962282180786}, {""gene_id"": ""HGNC:11329"", ""gene_label"": ""SST"", ""ensembl_id"": ""ENSG00000157005"", ""mean_gene_expr_value"": 3.9518649578094482}, {""gene_id"": ""HGNC:18138"", ""gene_label"": ""EIF3L"", ""ensembl_id"": ""ENSG00000100129"", ""mean_gene_expr_value"": 1.5612549781799316}, {""gene_id"": ""HGNC:7234"", ""gene_label"": ""MRRF"", ""ensembl_id"": ""ENSG00000148187"", ""mean_gene_expr_value"": 0.4175671637058258}, {""gene_id"": ""HGNC:17860"", ""gene_label"": ""SERBP1"", ""ensembl_id"": ""ENSG00000142864"", ""mean_gene_expr_value"": 1.1093164682388306}, {""gene_id"": ""HGNC:9194"", ""gene_label"": ""POLR2G"", ""ensembl_id"": ""ENSG00000168002"", ""mean_gene_expr_value"": 0.4696052074432373}, {""gene_id"": ""HGNC:3267"", ""gene_label"": ""EIF2S3"", ""ensembl_id"": ""ENSG00000130741"", ""mean_gene_expr_value"": 1.094822883605957}]"
D28.3_38,alpha,PATO:0000384,UBERON:0001264,EFO:0010010,PATO:0000461,CL:0000171,unknown,HsapDv:0000148,NCBITaxon:9606,True,D28,cell,tissue,pancreatic A cell,CEL-seq2,normal,Homo sapiens,male,pancreas,unknown,54-year-old human stage,Ek=JNcFr{d,cbaf2a53-1185-4056-a1e2-9fe26128eda5,alpha_MHC II,3,alpha_MHC II,0.0012687150211401369,alpha_MHC II,Adult_Human_PancreaticIslet_pkl,UBERON:0001264,CT:0000452,pancreatic A cell:MHC II,CL:0000171,skos:narrowMatch,"[{""gene_id"": ""HGNC:14359"", ""gene_label"": ""IRX2"", ""ensembl_id"": ""ENSG00000170561"", ""mean_gene_expr_value"": 0.5481737852096558}, {""gene_id"": ""HGNC:4191"", ""gene_label"": ""GCG"", ""ensembl_id"": ""ENSG00000115263"", ""mean_gene_expr_value"": 4.992589473724365}, {""gene_id"": ""HGNC:2516"", ""gene_label"": ""CTNND2"", ""ensembl_id"": ""ENSG00000169862"", ""mean_gene_expr_value"": 0.2910948395729065}, {""gene_id"": ""HGNC:26483"", ""gene_label"": ""GLT1D1"", ""ensembl_id"": ""ENSG00000151948"", ""mean_gene_expr_value"": 0.12478896975517273}, {""gene_id"": ""HGNC:4187"", ""gene_label"": ""GC"", ""ensembl_id"": ""ENSG00000145321"", ""mean_gene_expr_value"": 1.273152470588684}, {""gene_id"": ""HGNC:17171"", ""gene_label"": ""LOXL4"", ""ensembl_id"": ""ENSG00000138131"", ""mean_gene_expr_value"": 0.5461155772209167}, {""gene_id"": ""HGNC:4331"", ""gene_label"": ""GLS"", ""ensembl_id"": ""ENSG00000115419"", ""mean_gene_expr_value"": 1.1835720539093018}, {""gene_id"": ""HGNC:6272"", ""gene_label"": ""KCNK1"", ""ensembl_id"": ""ENSG00000135750"", ""mean_gene_expr_value"": 0.3704766035079956}, {""gene_id"": ""HGNC:29527"", ""gene_label"": ""HIGD1A"", ""ensembl_id"": ""ENSG00000181061"", ""mean_gene_expr_value"": 0.9497678279876709}, {""gene_id"": ""HGNC:9355"", ""gene_label"": ""PRDX5"", ""ensembl_id"": ""ENSG00000126432"", ""mean_gene_expr_value"": 1.2167537212371826}]"
D28.3_40,acinar,PATO:0000384,UBERON:0001264,EFO:0010010,PATO:0000461,CL:0002064,unknown,HsapDv:0000148,NCBITaxon:9606,True,D28,cell,tissue,pancreatic acinar cell,CEL-seq2,normal,Homo sapiens,male,pancreas,unknown,54-year-old human stage,3nxBkF37ve,cbaf2a53-1185-4056-a1e2-9fe26128eda5,alpha_immature,6,alpha_immature,0.999999999942605,alpha_immature,Adult_Human_PancreaticIslet_pkl,UBERON:0001264,CT:0000453,pancreatic A cell:immature,CL:0000171,skos:narrowMatch,"[{""gene_id"": ""HGNC:14359"", ""gene_label"": ""IRX2"", ""ensembl_id"": ""ENSG00000170561"", ""mean_gene_expr_value"": 0.5481737852096558}, {""gene_id"": ""HGNC:4191"", ""gene_label"": ""GCG"", ""ensembl_id"": ""ENSG00000115263"", ""mean_gene_expr_value"": 4.992589473724365}, {""gene_id"": ""HGNC:2516"", ""gene_label"": ""CTNND2"", ""ensembl_id"": ""ENSG00000169862"", ""mean_gene_expr_value"": 0.2910948395729065}, {""gene_id"": ""HGNC:26483"", ""gene_label"": ""GLT1D1"", ""ensembl_id"": ""ENSG00000151948"", ""mean_gene_expr_value"": 0.12478896975517273}, {""gene_id"": ""HGNC:4187"", ""gene_label"": ""GC"", ""ensembl_id"": ""ENSG00000145321"", ""mean_gene_expr_value"": 1.273152470588684}, {""gene_id"": ""HGNC:17171"", ""gene_label"": ""LOXL4"", ""ensembl_id"": ""ENSG00000138131"", ""mean_gene_expr_value"": 0.5461155772209167}, {""gene_id"": ""HGNC:4331"", ""gene_label"": ""GLS"", ""ensembl_id"": ""ENSG00000115419"", ""mean_gene_expr_value"": 1.1835720539093018}, {""gene_id"": ""HGNC:6272"", ""gene_label"": ""KCNK1"", ""ensembl_id"": ""ENSG00000135750"", ""mean_gene_expr_value"": 0.3704766035079956}, {""gene_id"": ""HGNC:29527"", ""gene_label"": ""HIGD1A"", ""ensembl_id"": ""ENSG00000181061"", ""mean_gene_expr_value"": 0.9497678279876709}, {""gene_id"": ""HGNC:9355"", ""gene_label"": ""PRDX5"", ""ensembl_id"": ""ENSG00000126432"", ""mean_gene_expr_value"": 1.2167537212371826}]"
D28.3_41,beta,PATO:0000384,UBERON:0001264,EFO:0010010,PATO:0000461,CL:0000169,unknown,HsapDv:0000148,NCBITaxon:9606,True,D28,cell,tissue,type B pancreatic cell,CEL-seq2,normal,Homo sapiens,male,pancreas,unknown,54-year-old human stage,w|0Ixq?qcG,cbaf2a53-1185-4056-a1e2-9fe26128eda5,PP,1,beta_MHC/autoantigen,7.88753841031456e-05,PP,Adult_Human_PancreaticIslet_pkl,UBERON:0001264,CT:0000451,pancreatic PP cell,CL:0002275,skos:exactMatch,"[{""gene_id"": ""HGNC:6836"", ""gene_label"": ""MAP1B"", ""ensembl_id"": ""ENSG00000131711"", ""mean_gene_expr_value"": 2.0929248332977295}, {""gene_id"": ""HGNC:8596"", ""gene_label"": ""PAM"", ""ensembl_id"": ""ENSG00000145730"", ""mean_gene_expr_value"": 2.4336013793945312}, {""gene_id"": ""HGNC:24678"", ""gene_label"": ""FTO"", ""ensembl_id"": ""ENSG00000140718"", ""mean_gene_expr_value"": 1.656275987625122}, {""gene_id"": ""HGNC:9327"", ""gene_label"": ""PPY"", ""ensembl_id"": ""ENSG00000108849"", ""mean_gene_expr_value"": 4.686252593994141}, {""gene_id"": ""HGNC:4392"", ""gene_label"": ""GNAS"", ""ensembl_id"": ""ENSG00000087460"", ""mean_gene_expr_value"": 5.599941253662109}, {""gene_id"": ""HGNC:11854"", ""gene_label"": ""TSPAN7"", ""ensembl_id"": ""ENSG00000156298"", ""mean_gene_expr_value"": 1.0889379978179932}, {""gene_id"": ""HGNC:9753"", ""gene_label"": ""QPCT"", ""ensembl_id"": ""ENSG00000115828"", ""mean_gene_expr_value"": 1.647415280342102}, {""gene_id"": ""HGNC:3014"", ""gene_label"": ""DPYSL2"", ""ensembl_id"": ""ENSG00000092964"", ""mean_gene_expr_value"": 1.5471878051757812}, {""gene_id"": ""HGNC:23400"", ""gene_label"": ""SEC11C"", ""ensembl_id"": ""ENSG00000166562"", ""mean_gene_expr_value"": 2.468057870864868}, {""gene_id"": ""HGNC:3490"", ""gene_label"": ""ETV1"", ""ensembl_id"": ""ENSG00000006468"", ""mean_gene_expr_value"": 1.3476009368896484}]"
D28.3_42,alpha,PATO:0000384,UBERON:0001264,EFO:0010010,PATO:0000461,CL:0000171,unknown,HsapDv:0000148,NCBITaxon:9606,True,D28,cell,tissue,pancreatic A cell,CEL-seq2,normal,Homo sapiens,male,pancreas,unknown,54-year-old human stage,`$QZ~SJ1O%,cbaf2a53-1185-4056-a1e2-9fe26128eda5,alpha_mature,8,alpha_MHC II,0.03164956953911434,alpha_mature,Adult_Human_PancreaticIslet_pkl,UBERON:0001264,CT:0000454,pancreatic A cell,CL:0000171,skos:exactMatch,"[{""gene_id"": ""HGNC:14359"", ""gene_label"": ""IRX2"", ""ensembl_id"": ""ENSG00000170561"", ""mean_gene_expr_value"": 0.5481737852096558}, {""gene_id"": ""HGNC:4191"", ""gene_label"": ""GCG"", ""ensembl_id"": ""ENSG00000115263"", ""mean_gene_expr_value"": 4.992589473724365}, {""gene_id"": ""HGNC:2516"", ""gene_label"": ""CTNND2"", ""ensembl_id"": ""ENSG00000169862"", ""mean_gene_expr_value"": 0.2910948395729065}, {""gene_id"": ""HGNC:26483"", ""gene_label"": ""GLT1D1"", ""ensembl_id"": ""ENSG00000151948"", ""mean_gene_expr_value"": 0.12478896975517273}, {""gene_id"": ""HGNC:4187"", ""gene_label"": ""GC"", ""ensembl_id"": ""ENSG00000145321"", ""mean_gene_expr_value"": 1.273152470588684}, {""gene_id"": ""HGNC:17171"", ""gene_label"": ""LOXL4"", ""ensembl_id"": ""ENSG00000138131"", ""mean_gene_expr_value"": 0.5461155772209167}, {""gene_id"": ""HGNC:4331"", ""gene_label"": ""GLS"", ""ensembl_id"": ""ENSG00000115419"", ""mean_gene_expr_value"": 1.1835720539093018}, {""gene_id"": ""HGNC:6272"", ""gene_label"": ""KCNK1"", ""ensembl_id"": ""ENSG00000135750"", ""mean_gene_expr_value"": 0.3704766035079956}, {""gene_id"": ""HGNC:29527"", ""gene_label"": ""HIGD1A"", ""ensembl_id"": ""ENSG00000181061"", ""mean_gene_expr_value"": 0.9497678279876709}, {""gene_id"": ""HGNC:9355"", ""gene_label"": ""PRDX5"", ""ensembl_id"": ""ENSG00000126432"", ""mean_gene_expr_value"": 1.2167537212371826}]"
D28.3_43,endothelial,PATO:0000384,UBERON:0001264,EFO:0010010,PATO:0000461,CL:0000115,unknown,HsapDv:0000148,NCBITaxon:9606,True,D28,cell,tissue,endothelial cell,CEL-seq2,normal,Homo sapiens,male,pancreas,unknown,54-year-old human stage,{EeWzMj3Pe,cbaf2a53-1185-4056-a1e2-9fe26128eda5,delta,20,PP,0.004323954348532183,delta,Adult_Human_PancreaticIslet_pkl,UBERON:0001264,CT:0000462,pancreatic D cell,CL:0000173,skos:exactMatch,"[{""gene_id"": ""HGNC:9922"", ""gene_label"": ""RBP4"", ""ensembl_id"": ""ENSG00000138207"", ""mean_gene_expr_value"": 0.917290449142456}, {""gene_id"": ""HGNC:4799"", ""gene_label"": ""HADH"", ""ensembl_id"": ""ENSG00000138796"", ""mean_gene_expr_value"": 1.0176043510437012}, {""gene_id"": ""HGNC:15911"", ""gene_label"": ""NOP56"", ""ensembl_id"": ""ENSG00000101361"", ""mean_gene_expr_value"": 0.652309000492096}, {""gene_id"": ""HGNC:23736"", ""gene_label"": ""RPL13AP5"", ""ensembl_id"": ""ENSG00000236552"", ""mean_gene_expr_value"": 0.2674962282180786}, {""gene_id"": ""HGNC:11329"", ""gene_label"": ""SST"", ""ensembl_id"": ""ENSG00000157005"", ""mean_gene_expr_value"": 3.9518649578094482}, {""gene_id"": ""HGNC:18138"", ""gene_label"": ""EIF3L"", ""ensembl_id"": ""ENSG00000100129"", ""mean_gene_expr_value"": 1.5612549781799316}, {""gene_id"": ""HGNC:7234"", ""gene_label"": ""MRRF"", ""ensembl_id"": ""ENSG00000148187"", ""mean_gene_expr_value"": 0.4175671637058258}, {""gene_id"": ""HGNC:17860"", ""gene_label"": ""SERBP1"", ""ensembl_id"": ""ENSG00000142864"", ""mean_gene_expr_value"": 1.1093164682388306}, {""gene_id"": ""HGNC:9194"", ""gene_label"": ""POLR2G"", ""ensembl_id"": ""ENSG00000168002"", ""mean_gene_expr_value"": 0.4696052074432373}, {""gene_id"": ""HGNC:3267"", ""gene_label"": ""EIF2S3"", ""ensembl_id"": ""ENSG00000130741"", ""mean_gene_expr_value"": 1.094822883605957}]"
D28.3_44,acinar,PATO:0000384,UBERON:0001264,EFO:0010010,PATO:0000461,CL:0002064,unknown,HsapDv:0000148,NCBITaxon:9606,True,D28,cell,tissue,pancreatic acinar cell,CEL-seq2,normal,Homo sapiens,male,pancreas,unknown,54-year-old human stage,Tnmuv!2STe,cbaf2a53-1185-4056-a1e2-9fe26128eda5,delta,10,delta,0.00031997254608338605,delta,Adult_Human_PancreaticIslet_pkl,UBERON:0001264,CT:0000462,pancreatic D cell,CL:0000173,skos:exactMatch,"[{""gene_id"": ""HGNC:9922"", ""gene_label"": ""RBP4"", ""ensembl_id"": ""ENSG00000138207"", ""mean_gene_expr_value"": 0.917290449142456}, {""gene_id"": ""HGNC:4799"", ""gene_label"": ""HADH"", ""ensembl_id"": ""ENSG00000138796"", ""mean_gene_expr_value"": 1.0176043510437012}, {""gene_id"": ""HGNC:15911"", ""gene_label"": ""NOP56"", ""ensembl_id"": ""ENSG00000101361"", ""mean_gene_expr_value"": 0.652309000492096}, {""gene_id"": ""HGNC:23736"", ""gene_label"": ""RPL13AP5"", ""ensembl_id"": ""ENSG00000236552"", ""mean_gene_expr_value"": 0.2674962282180786}, {""gene_id"": ""HGNC:11329"", ""gene_label"": ""SST"", ""ensembl_id"": ""ENSG00000157005"", ""mean_gene_expr_value"": 3.9518649578094482}, {""gene_id"": ""HGNC:18138"", ""gene_label"": ""EIF3L"", ""ensembl_id"": ""ENSG00000100129"", ""mean_gene_expr_value"": 1.5612549781799316}, {""gene_id"": ""HGNC:7234"", ""gene_label"": ""MRRF"", ""ensembl_id"": ""ENSG00000148187"", ""mean_gene_expr_value"": 0.4175671637058258}, {""gene_id"": ""HGNC:17860"", ""gene_label"": ""SERBP1"", ""ensembl_id"": ""ENSG00000142864"", ""mean_gene_expr_value"": 1.1093164682388306}, {""gene_id"": ""HGNC:9194"", ""gene_label"": ""POLR2G"", ""ensembl_id"": ""ENSG00000168002"", ""mean_gene_expr_value"": 0.4696052074432373}, {""gene_id"": ""HGNC:3267"", ""gene_label"": ""EIF2S3"", ""ensembl_id"": ""ENSG00000130741"", ""mean_gene_expr_value"": 1.094822883605957}]"
D28.3_49,duct,PATO:0000384,UBERON:0001264,EFO:0010010,PATO:0000461,CL:0002079,unknown,HsapDv:0000148,NCBITaxon:9606,True,D28,cell,tissue,pancreatic ductal cell,CEL-seq2,normal,Homo sapiens,male,pancreas,unknown,54-year-old human stage,teCn1pn;Tl,cbaf2a53-1185-4056-a1e2-9fe26128eda5,alpha_immature,0,alpha_immature,0.9999999999620406,alpha_immature,Adult_Human_PancreaticIslet_pkl,UBERON:0001264,CT:0000453,pancreatic A cell:immature,CL:0000171,skos:narrowMatch,"[{""gene_id"": ""HGNC:14359"", ""gene_label"": ""IRX2"", ""ensembl_id"": ""ENSG00000170561"", ""mean_gene_expr_value"": 0.5481737852096558}, {""gene_id"": ""HGNC:4191"", ""gene_label"": ""GCG"", ""ensembl_id"": ""ENSG00000115263"", ""mean_gene_expr_value"": 4.992589473724365}, {""gene_id"": ""HGNC:2516"", ""gene_label"": ""CTNND2"", ""ensembl_id"": ""ENSG00000169862"", ""mean_gene_expr_value"": 0.2910948395729065}, {""gene_id"": ""HGNC:26483"", ""gene_label"": ""GLT1D1"", ""ensembl_id"": ""ENSG00000151948"", ""mean_gene_expr_value"": 0.12478896975517273}, {""gene_id"": ""HGNC:4187"", ""gene_label"": ""GC"", ""ensembl_id"": ""ENSG00000145321"", ""mean_gene_expr_value"": 1.273152470588684}, {""gene_id"": ""HGNC:17171"", ""gene_label"": ""LOXL4"", ""ensembl_id"": ""ENSG00000138131"", ""mean_gene_expr_value"": 0.5461155772209167}, {""gene_id"": ""HGNC:4331"", ""gene_label"": ""GLS"", ""ensembl_id"": ""ENSG00000115419"", ""mean_gene_expr_value"": 1.1835720539093018}, {""gene_id"": ""HGNC:6272"", ""gene_label"": ""KCNK1"", ""ensembl_id"": ""ENSG00000135750"", ""mean_gene_expr_value"": 0.3704766035079956}, {""gene_id"": ""HGNC:29527"", ""gene_label"": ""HIGD1A"", ""ensembl_id"": ""ENSG00000181061"", ""mean_gene_expr_value"": 0.9497678279876709}, {""gene_id"": ""HGNC:9355"", ""gene_label"": ""PRDX5"", ""ensembl_id"": ""ENSG00000126432"", ""mean_gene_expr_value"": 1.2167537212371826}]"
D28.3_50,acinar,PATO:0000384,UBERON:0001264,EFO:0010010,PATO:0000461,CL:0002064,unknown,HsapDv:0000148,NCBITaxon:9606,True,D28,cell,tissue,pancreatic acinar cell,CEL-seq2,normal,Homo sapiens,male,pancreas,unknown,54-year-old human stage,dZ{u8*n*8D,cbaf2a53-1185-4056-a1e2-9fe26128eda5,delta,6,alpha_immature,0.006555943565111837,delta,Adult_Human_PancreaticIslet_pkl,UBERON:0001264,CT:0000462,pancreatic D cell,CL:0000173,skos:exactMatch,"[{""gene_id"": ""HGNC:9922"", ""gene_label"": ""RBP4"", ""ensembl_id"": ""ENSG00000138207"", ""mean_gene_expr_value"": 0.917290449142456}, {""gene_id"": ""HGNC:4799"", ""gene_label"": ""HADH"", ""ensembl_id"": ""ENSG00000138796"", ""mean_gene_expr_value"": 1.0176043510437012}, {""gene_id"": ""HGNC:15911"", ""gene_label"": ""NOP56"", ""ensembl_id"": ""ENSG00000101361"", ""mean_gene_expr_value"": 0.652309000492096}, {""gene_id"": ""HGNC:23736"", ""gene_label"": ""RPL13AP5"", ""ensembl_id"": ""ENSG00000236552"", ""mean_gene_expr_value"": 0.2674962282180786}, {""gene_id"": ""HGNC:11329"", ""gene_label"": ""SST"", ""ensembl_id"": ""ENSG00000157005"", ""mean_gene_expr_value"": 3.9518649578094482}, {""gene_id"": ""HGNC:18138"", ""gene_label"": ""EIF3L"", ""ensembl_id"": ""ENSG00000100129"", ""mean_gene_expr_value"": 1.5612549781799316}, {""gene_id"": ""HGNC:7234"", ""gene_label"": ""MRRF"", ""ensembl_id"": ""ENSG00000148187"", ""mean_gene_expr_value"": 0.4175671637058258}, {""gene_id"": ""HGNC:17860"", ""gene_label"": ""SERBP1"", ""ensembl_id"": ""ENSG00000142864"", ""mean_gene_expr_value"": 1.1093164682388306}, {""gene_id"": ""HGNC:9194"", ""gene_label"": ""POLR2G"", ""ensembl_id"": ""ENSG00000168002"", ""mean_gene_expr_value"": 0.4696052074432373}, {""gene_id"": ""HGNC:3267"", ""gene_label"": ""EIF2S3"", ""ensembl_id"": ""ENSG00000130741"", ""mean_gene_expr_value"": 1.094822883605957}]"
D28.3_51,acinar,PATO:0000384,UBERON:0001264,EFO:0010010,PATO:0000461,CL:0002064,unknown,HsapDv:0000148,NCBITaxon:9606,True,D28,cell,tissue,pancreatic acinar cell,CEL-seq2,normal,Homo sapiens,male,pancreas,unknown,54-year-old human stage,p7W+kgTBlu,cbaf2a53-1185-4056-a1e2-9fe26128eda5,delta,16,alpha_immature,0.061725927063117025,delta,Adult_Human_PancreaticIslet_pkl,UBERON:0001264,CT:0000462,pancreatic D cell,CL:0000173,skos:exactMatch,"[{""gene_id"": ""HGNC:9922"", ""gene_label"": ""RBP4"", ""ensembl_id"": ""ENSG00000138207"", ""mean_gene_expr_value"": 0.917290449142456}, {""gene_id"": ""HGNC:4799"", ""gene_label"": ""HADH"", ""ensembl_id"": ""ENSG00000138796"", ""mean_gene_expr_value"": 1.0176043510437012}, {""gene_id"": ""HGNC:15911"", ""gene_label"": ""NOP56"", ""ensembl_id"": ""ENSG00000101361"", ""mean_gene_expr_value"": 0.652309000492096}, {""gene_id"": ""HGNC:23736"", ""gene_label"": ""RPL13AP5"", ""ensembl_id"": ""ENSG00000236552"", ""mean_gene_expr_value"": 0.2674962282180786}, {""gene_id"": ""HGNC:11329"", ""gene_label"": ""SST"", ""ensembl_id"": ""ENSG00000157005"", ""mean_gene_expr_value"": 3.9518649578094482}, {""gene_id"": ""HGNC:18138"", ""gene_label"": ""EIF3L"", ""ensembl_id"": ""ENSG00000100129"", ""mean_gene_expr_value"": 1.5612549781799316}, {""gene_id"": ""HGNC:7234"", ""gene_label"": ""MRRF"", ""ensembl_id"": ""ENSG00000148187"", ""mean_gene_expr_value"": 0.4175671637058258}, {""gene_id"": ""HGNC:17860"", ""gene_label"": ""SERBP1"", ""ensembl_id"": ""ENSG00000142864"", ""mean_gene_expr_value"": 1.1093164682388306}, {""gene_id"": ""HGNC:9194"", ""gene_label"": ""POLR2G"", ""ensembl_id"": ""ENSG00000168002"", ""mean_gene_expr_value"": 0.4696052074432373}, {""gene_id"": ""HGNC:3267"", ""gene_label"": ""EIF2S3"", ""ensembl_id"": ""ENSG00000130741"", ""mean_gene_expr_value"": 1.094822883605957}]"
