,cellular_classification,sex_ontology_term_id,tissue_ontology_term_id,assay_ontology_term_id,disease_ontology_term_id,cell_type_ontology_term_id,self_reported_ethnicity_ontology_term_id,development_stage_ontology_term_id,organism_ontology_term_id,is_primary_data,donor_id,suspension_type,tissue_type,cell_type,assay,disease,organism,sex,tissue,self_reported_ethnicity,development_stage,observation_joinid,source,predicted_labels,over_clustering,majority_voting,conf_score,hra_prediction,Organ_Level,Organ_ID,Annotation_Label_ID,CL_Label,clid,match_type,gene_expr
D31.5_26,beta,PATO:0000384,UBERON:0001264,EFO:0010010,PATO:0000461,CL:0000169,unknown,HsapDv:0000153,NCBITaxon:9606,True,D31,cell,tissue,type B pancreatic cell,CEL-seq2,normal,Homo sapiens,male,pancreas,unknown,59-year-old human stage,wddo1Wp=PR,cbaf2a53-1185-4056-a1e2-9fe26128eda5,alpha_immature,3,beta_MHC/autoantigen,0.3797066487526462,alpha_immature,Adult_Human_PancreaticIslet_pkl,UBERON:0001264,CT:0000453,pancreatic A cell:immature,CL:0000171,skos:narrowMatch,"[{""gene_id"": ""HGNC:4191"", ""gene_label"": ""GCG"", ""ensembl_id"": ""ENSG00000115263"", ""mean_gene_expr_value"": 4.614938259124756}, {""gene_id"": ""HGNC:14359"", ""gene_label"": ""IRX2"", ""ensembl_id"": ""ENSG00000170561"", ""mean_gene_expr_value"": 0.5333553552627563}, {""gene_id"": ""HGNC:9286"", ""gene_label"": ""PPP1R1A"", ""ensembl_id"": ""ENSG00000135447"", ""mean_gene_expr_value"": 1.152092695236206}, {""gene_id"": ""HGNC:17171"", ""gene_label"": ""LOXL4"", ""ensembl_id"": ""ENSG00000138131"", ""mean_gene_expr_value"": 0.7041059732437134}, {""gene_id"": ""HGNC:6408"", ""gene_label"": ""MAFB"", ""ensembl_id"": ""ENSG00000204103"", ""mean_gene_expr_value"": 1.4211359024047852}, {""gene_id"": ""HGNC:3357"", ""gene_label"": ""ENPP2"", ""ensembl_id"": ""ENSG00000136960"", ""mean_gene_expr_value"": 0.9175483584403992}, {""gene_id"": ""HGNC:11060"", ""gene_label"": ""SLC7A2"", ""ensembl_id"": ""ENSG00000003989"", ""mean_gene_expr_value"": 1.725969910621643}, {""gene_id"": ""HGNC:28906"", ""gene_label"": ""G6PC2"", ""ensembl_id"": ""ENSG00000152254"", ""mean_gene_expr_value"": 1.542831301689148}, {""gene_id"": ""HGNC:17175"", ""gene_label"": ""PLCE1"", ""ensembl_id"": ""ENSG00000138193"", ""mean_gene_expr_value"": 0.46539604663848877}, {""gene_id"": ""HGNC:12405"", ""gene_label"": ""TTR"", ""ensembl_id"": ""ENSG00000118271"", ""mean_gene_expr_value"": 4.534958839416504}]"
D31.5_27,beta,PATO:0000384,UBERON:0001264,EFO:0010010,PATO:0000461,CL:0000169,unknown,HsapDv:0000153,NCBITaxon:9606,True,D31,cell,tissue,type B pancreatic cell,CEL-seq2,normal,Homo sapiens,male,pancreas,unknown,59-year-old human stage,jl;z01$)+B,cbaf2a53-1185-4056-a1e2-9fe26128eda5,beta_MHC/autoantigen,10,beta_MHC/autoantigen,0.0017974512823958307,beta_MHC/autoantigen,Adult_Human_PancreaticIslet_pkl,UBERON:0001264,CT:0000456,type B pancreatic cell:MHCII presenting,CL:0000171,skos:narrowMatch,"[{""gene_id"": ""HGNC:4191"", ""gene_label"": ""GCG"", ""ensembl_id"": ""ENSG00000115263"", ""mean_gene_expr_value"": 4.614938259124756}, {""gene_id"": ""HGNC:14359"", ""gene_label"": ""IRX2"", ""ensembl_id"": ""ENSG00000170561"", ""mean_gene_expr_value"": 0.5333553552627563}, {""gene_id"": ""HGNC:9286"", ""gene_label"": ""PPP1R1A"", ""ensembl_id"": ""ENSG00000135447"", ""mean_gene_expr_value"": 1.152092695236206}, {""gene_id"": ""HGNC:17171"", ""gene_label"": ""LOXL4"", ""ensembl_id"": ""ENSG00000138131"", ""mean_gene_expr_value"": 0.7041059732437134}, {""gene_id"": ""HGNC:6408"", ""gene_label"": ""MAFB"", ""ensembl_id"": ""ENSG00000204103"", ""mean_gene_expr_value"": 1.4211359024047852}, {""gene_id"": ""HGNC:3357"", ""gene_label"": ""ENPP2"", ""ensembl_id"": ""ENSG00000136960"", ""mean_gene_expr_value"": 0.9175483584403992}, {""gene_id"": ""HGNC:11060"", ""gene_label"": ""SLC7A2"", ""ensembl_id"": ""ENSG00000003989"", ""mean_gene_expr_value"": 1.725969910621643}, {""gene_id"": ""HGNC:28906"", ""gene_label"": ""G6PC2"", ""ensembl_id"": ""ENSG00000152254"", ""mean_gene_expr_value"": 1.542831301689148}, {""gene_id"": ""HGNC:17175"", ""gene_label"": ""PLCE1"", ""ensembl_id"": ""ENSG00000138193"", ""mean_gene_expr_value"": 0.46539604663848877}, {""gene_id"": ""HGNC:12405"", ""gene_label"": ""TTR"", ""ensembl_id"": ""ENSG00000118271"", ""mean_gene_expr_value"": 4.534958839416504}]"
D31.5_29,beta,PATO:0000384,UBERON:0001264,EFO:0010010,PATO:0000461,CL:0000169,unknown,HsapDv:0000153,NCBITaxon:9606,True,D31,cell,tissue,type B pancreatic cell,CEL-seq2,normal,Homo sapiens,male,pancreas,unknown,59-year-old human stage,O3Lr`3$Z!~,cbaf2a53-1185-4056-a1e2-9fe26128eda5,beta_MHC/autoantigen,10,beta_MHC/autoantigen,0.0021731858580093504,beta_MHC/autoantigen,Adult_Human_PancreaticIslet_pkl,UBERON:0001264,CT:0000456,type B pancreatic cell:MHCII presenting,CL:0000171,skos:narrowMatch,"[{""gene_id"": ""HGNC:4191"", ""gene_label"": ""GCG"", ""ensembl_id"": ""ENSG00000115263"", ""mean_gene_expr_value"": 4.614938259124756}, {""gene_id"": ""HGNC:14359"", ""gene_label"": ""IRX2"", ""ensembl_id"": ""ENSG00000170561"", ""mean_gene_expr_value"": 0.5333553552627563}, {""gene_id"": ""HGNC:9286"", ""gene_label"": ""PPP1R1A"", ""ensembl_id"": ""ENSG00000135447"", ""mean_gene_expr_value"": 1.152092695236206}, {""gene_id"": ""HGNC:17171"", ""gene_label"": ""LOXL4"", ""ensembl_id"": ""ENSG00000138131"", ""mean_gene_expr_value"": 0.7041059732437134}, {""gene_id"": ""HGNC:6408"", ""gene_label"": ""MAFB"", ""ensembl_id"": ""ENSG00000204103"", ""mean_gene_expr_value"": 1.4211359024047852}, {""gene_id"": ""HGNC:3357"", ""gene_label"": ""ENPP2"", ""ensembl_id"": ""ENSG00000136960"", ""mean_gene_expr_value"": 0.9175483584403992}, {""gene_id"": ""HGNC:11060"", ""gene_label"": ""SLC7A2"", ""ensembl_id"": ""ENSG00000003989"", ""mean_gene_expr_value"": 1.725969910621643}, {""gene_id"": ""HGNC:28906"", ""gene_label"": ""G6PC2"", ""ensembl_id"": ""ENSG00000152254"", ""mean_gene_expr_value"": 1.542831301689148}, {""gene_id"": ""HGNC:17175"", ""gene_label"": ""PLCE1"", ""ensembl_id"": ""ENSG00000138193"", ""mean_gene_expr_value"": 0.46539604663848877}, {""gene_id"": ""HGNC:12405"", ""gene_label"": ""TTR"", ""ensembl_id"": ""ENSG00000118271"", ""mean_gene_expr_value"": 4.534958839416504}]"
D31.5_30,beta,PATO:0000384,UBERON:0001264,EFO:0010010,PATO:0000461,CL:0000169,unknown,HsapDv:0000153,NCBITaxon:9606,True,D31,cell,tissue,type B pancreatic cell,CEL-seq2,normal,Homo sapiens,male,pancreas,unknown,59-year-old human stage,lC~E9_+tZh,cbaf2a53-1185-4056-a1e2-9fe26128eda5,beta_MHC/autoantigen,20,delta,5.244015865756453e-05,beta_MHC/autoantigen,Adult_Human_PancreaticIslet_pkl,UBERON:0001264,CT:0000456,type B pancreatic cell:MHCII presenting,CL:0000171,skos:narrowMatch,"[{""gene_id"": ""HGNC:4191"", ""gene_label"": ""GCG"", ""ensembl_id"": ""ENSG00000115263"", ""mean_gene_expr_value"": 4.614938259124756}, {""gene_id"": ""HGNC:14359"", ""gene_label"": ""IRX2"", ""ensembl_id"": ""ENSG00000170561"", ""mean_gene_expr_value"": 0.5333553552627563}, {""gene_id"": ""HGNC:9286"", ""gene_label"": ""PPP1R1A"", ""ensembl_id"": ""ENSG00000135447"", ""mean_gene_expr_value"": 1.152092695236206}, {""gene_id"": ""HGNC:17171"", ""gene_label"": ""LOXL4"", ""ensembl_id"": ""ENSG00000138131"", ""mean_gene_expr_value"": 0.7041059732437134}, {""gene_id"": ""HGNC:6408"", ""gene_label"": ""MAFB"", ""ensembl_id"": ""ENSG00000204103"", ""mean_gene_expr_value"": 1.4211359024047852}, {""gene_id"": ""HGNC:3357"", ""gene_label"": ""ENPP2"", ""ensembl_id"": ""ENSG00000136960"", ""mean_gene_expr_value"": 0.9175483584403992}, {""gene_id"": ""HGNC:11060"", ""gene_label"": ""SLC7A2"", ""ensembl_id"": ""ENSG00000003989"", ""mean_gene_expr_value"": 1.725969910621643}, {""gene_id"": ""HGNC:28906"", ""gene_label"": ""G6PC2"", ""ensembl_id"": ""ENSG00000152254"", ""mean_gene_expr_value"": 1.542831301689148}, {""gene_id"": ""HGNC:17175"", ""gene_label"": ""PLCE1"", ""ensembl_id"": ""ENSG00000138193"", ""mean_gene_expr_value"": 0.46539604663848877}, {""gene_id"": ""HGNC:12405"", ""gene_label"": ""TTR"", ""ensembl_id"": ""ENSG00000118271"", ""mean_gene_expr_value"": 4.534958839416504}]"
D31.5_32,beta,PATO:0000384,UBERON:0001264,EFO:0010010,PATO:0000461,CL:0000169,unknown,HsapDv:0000153,NCBITaxon:9606,True,D31,cell,tissue,type B pancreatic cell,CEL-seq2,normal,Homo sapiens,male,pancreas,unknown,59-year-old human stage,mRE9rVi$U&,cbaf2a53-1185-4056-a1e2-9fe26128eda5,beta_MHC/autoantigen,1,beta_MHC/autoantigen,0.022398392706492153,beta_MHC/autoantigen,Adult_Human_PancreaticIslet_pkl,UBERON:0001264,CT:0000456,type B pancreatic cell:MHCII presenting,CL:0000171,skos:narrowMatch,"[{""gene_id"": ""HGNC:4191"", ""gene_label"": ""GCG"", ""ensembl_id"": ""ENSG00000115263"", ""mean_gene_expr_value"": 4.614938259124756}, {""gene_id"": ""HGNC:14359"", ""gene_label"": ""IRX2"", ""ensembl_id"": ""ENSG00000170561"", ""mean_gene_expr_value"": 0.5333553552627563}, {""gene_id"": ""HGNC:9286"", ""gene_label"": ""PPP1R1A"", ""ensembl_id"": ""ENSG00000135447"", ""mean_gene_expr_value"": 1.152092695236206}, {""gene_id"": ""HGNC:17171"", ""gene_label"": ""LOXL4"", ""ensembl_id"": ""ENSG00000138131"", ""mean_gene_expr_value"": 0.7041059732437134}, {""gene_id"": ""HGNC:6408"", ""gene_label"": ""MAFB"", ""ensembl_id"": ""ENSG00000204103"", ""mean_gene_expr_value"": 1.4211359024047852}, {""gene_id"": ""HGNC:3357"", ""gene_label"": ""ENPP2"", ""ensembl_id"": ""ENSG00000136960"", ""mean_gene_expr_value"": 0.9175483584403992}, {""gene_id"": ""HGNC:11060"", ""gene_label"": ""SLC7A2"", ""ensembl_id"": ""ENSG00000003989"", ""mean_gene_expr_value"": 1.725969910621643}, {""gene_id"": ""HGNC:28906"", ""gene_label"": ""G6PC2"", ""ensembl_id"": ""ENSG00000152254"", ""mean_gene_expr_value"": 1.542831301689148}, {""gene_id"": ""HGNC:17175"", ""gene_label"": ""PLCE1"", ""ensembl_id"": ""ENSG00000138193"", ""mean_gene_expr_value"": 0.46539604663848877}, {""gene_id"": ""HGNC:12405"", ""gene_label"": ""TTR"", ""ensembl_id"": ""ENSG00000118271"", ""mean_gene_expr_value"": 4.534958839416504}]"
D31.5_33,alpha,PATO:0000384,UBERON:0001264,EFO:0010010,PATO:0000461,CL:0000171,unknown,HsapDv:0000153,NCBITaxon:9606,True,D31,cell,tissue,pancreatic A cell,CEL-seq2,normal,Homo sapiens,male,pancreas,unknown,59-year-old human stage,e`!swR-|^F,cbaf2a53-1185-4056-a1e2-9fe26128eda5,alpha_MHC II,14,alpha_MHC II,0.0007085584467898543,alpha_MHC II,Adult_Human_PancreaticIslet_pkl,UBERON:0001264,CT:0000452,pancreatic A cell:MHC II,CL:0000171,skos:narrowMatch,"[{""gene_id"": ""HGNC:4191"", ""gene_label"": ""GCG"", ""ensembl_id"": ""ENSG00000115263"", ""mean_gene_expr_value"": 4.614938259124756}, {""gene_id"": ""HGNC:14359"", ""gene_label"": ""IRX2"", ""ensembl_id"": ""ENSG00000170561"", ""mean_gene_expr_value"": 0.5333553552627563}, {""gene_id"": ""HGNC:9286"", ""gene_label"": ""PPP1R1A"", ""ensembl_id"": ""ENSG00000135447"", ""mean_gene_expr_value"": 1.152092695236206}, {""gene_id"": ""HGNC:17171"", ""gene_label"": ""LOXL4"", ""ensembl_id"": ""ENSG00000138131"", ""mean_gene_expr_value"": 0.7041059732437134}, {""gene_id"": ""HGNC:6408"", ""gene_label"": ""MAFB"", ""ensembl_id"": ""ENSG00000204103"", ""mean_gene_expr_value"": 1.4211359024047852}, {""gene_id"": ""HGNC:3357"", ""gene_label"": ""ENPP2"", ""ensembl_id"": ""ENSG00000136960"", ""mean_gene_expr_value"": 0.9175483584403992}, {""gene_id"": ""HGNC:11060"", ""gene_label"": ""SLC7A2"", ""ensembl_id"": ""ENSG00000003989"", ""mean_gene_expr_value"": 1.725969910621643}, {""gene_id"": ""HGNC:28906"", ""gene_label"": ""G6PC2"", ""ensembl_id"": ""ENSG00000152254"", ""mean_gene_expr_value"": 1.542831301689148}, {""gene_id"": ""HGNC:17175"", ""gene_label"": ""PLCE1"", ""ensembl_id"": ""ENSG00000138193"", ""mean_gene_expr_value"": 0.46539604663848877}, {""gene_id"": ""HGNC:12405"", ""gene_label"": ""TTR"", ""ensembl_id"": ""ENSG00000118271"", ""mean_gene_expr_value"": 4.534958839416504}]"
D31.5_34,acinar,PATO:0000384,UBERON:0001264,EFO:0010010,PATO:0000461,CL:0002064,unknown,HsapDv:0000153,NCBITaxon:9606,True,D31,cell,tissue,pancreatic acinar cell,CEL-seq2,normal,Homo sapiens,male,pancreas,unknown,59-year-old human stage,yeI;<|I*G<,cbaf2a53-1185-4056-a1e2-9fe26128eda5,beta_stress II,8,delta,0.39024773355738346,beta_stress II,Adult_Human_PancreaticIslet_pkl,UBERON:0001264,CT:0000461,type B pancreatic cell:stress II,CL:0000171,skos:narrowMatch,"[{""gene_id"": ""HGNC:4191"", ""gene_label"": ""GCG"", ""ensembl_id"": ""ENSG00000115263"", ""mean_gene_expr_value"": 4.614938259124756}, {""gene_id"": ""HGNC:14359"", ""gene_label"": ""IRX2"", ""ensembl_id"": ""ENSG00000170561"", ""mean_gene_expr_value"": 0.5333553552627563}, {""gene_id"": ""HGNC:9286"", ""gene_label"": ""PPP1R1A"", ""ensembl_id"": ""ENSG00000135447"", ""mean_gene_expr_value"": 1.152092695236206}, {""gene_id"": ""HGNC:17171"", ""gene_label"": ""LOXL4"", ""ensembl_id"": ""ENSG00000138131"", ""mean_gene_expr_value"": 0.7041059732437134}, {""gene_id"": ""HGNC:6408"", ""gene_label"": ""MAFB"", ""ensembl_id"": ""ENSG00000204103"", ""mean_gene_expr_value"": 1.4211359024047852}, {""gene_id"": ""HGNC:3357"", ""gene_label"": ""ENPP2"", ""ensembl_id"": ""ENSG00000136960"", ""mean_gene_expr_value"": 0.9175483584403992}, {""gene_id"": ""HGNC:11060"", ""gene_label"": ""SLC7A2"", ""ensembl_id"": ""ENSG00000003989"", ""mean_gene_expr_value"": 1.725969910621643}, {""gene_id"": ""HGNC:28906"", ""gene_label"": ""G6PC2"", ""ensembl_id"": ""ENSG00000152254"", ""mean_gene_expr_value"": 1.542831301689148}, {""gene_id"": ""HGNC:17175"", ""gene_label"": ""PLCE1"", ""ensembl_id"": ""ENSG00000138193"", ""mean_gene_expr_value"": 0.46539604663848877}, {""gene_id"": ""HGNC:12405"", ""gene_label"": ""TTR"", ""ensembl_id"": ""ENSG00000118271"", ""mean_gene_expr_value"": 4.534958839416504}]"
D31.5_35,alpha,PATO:0000384,UBERON:0001264,EFO:0010010,PATO:0000461,CL:0000171,unknown,HsapDv:0000153,NCBITaxon:9606,True,D31,cell,tissue,pancreatic A cell,CEL-seq2,normal,Homo sapiens,male,pancreas,unknown,59-year-old human stage,_LV!Bw&?;$,cbaf2a53-1185-4056-a1e2-9fe26128eda5,alpha_MHC II,16,alpha_MHC II,3.139030891689889e-05,alpha_MHC II,Adult_Human_PancreaticIslet_pkl,UBERON:0001264,CT:0000452,pancreatic A cell:MHC II,CL:0000171,skos:narrowMatch,"[{""gene_id"": ""HGNC:4191"", ""gene_label"": ""GCG"", ""ensembl_id"": ""ENSG00000115263"", ""mean_gene_expr_value"": 4.614938259124756}, {""gene_id"": ""HGNC:14359"", ""gene_label"": ""IRX2"", ""ensembl_id"": ""ENSG00000170561"", ""mean_gene_expr_value"": 0.5333553552627563}, {""gene_id"": ""HGNC:9286"", ""gene_label"": ""PPP1R1A"", ""ensembl_id"": ""ENSG00000135447"", ""mean_gene_expr_value"": 1.152092695236206}, {""gene_id"": ""HGNC:17171"", ""gene_label"": ""LOXL4"", ""ensembl_id"": ""ENSG00000138131"", ""mean_gene_expr_value"": 0.7041059732437134}, {""gene_id"": ""HGNC:6408"", ""gene_label"": ""MAFB"", ""ensembl_id"": ""ENSG00000204103"", ""mean_gene_expr_value"": 1.4211359024047852}, {""gene_id"": ""HGNC:3357"", ""gene_label"": ""ENPP2"", ""ensembl_id"": ""ENSG00000136960"", ""mean_gene_expr_value"": 0.9175483584403992}, {""gene_id"": ""HGNC:11060"", ""gene_label"": ""SLC7A2"", ""ensembl_id"": ""ENSG00000003989"", ""mean_gene_expr_value"": 1.725969910621643}, {""gene_id"": ""HGNC:28906"", ""gene_label"": ""G6PC2"", ""ensembl_id"": ""ENSG00000152254"", ""mean_gene_expr_value"": 1.542831301689148}, {""gene_id"": ""HGNC:17175"", ""gene_label"": ""PLCE1"", ""ensembl_id"": ""ENSG00000138193"", ""mean_gene_expr_value"": 0.46539604663848877}, {""gene_id"": ""HGNC:12405"", ""gene_label"": ""TTR"", ""ensembl_id"": ""ENSG00000118271"", ""mean_gene_expr_value"": 4.534958839416504}]"
D31.5_36,alpha,PATO:0000384,UBERON:0001264,EFO:0010010,PATO:0000461,CL:0000171,unknown,HsapDv:0000153,NCBITaxon:9606,True,D31,cell,tissue,pancreatic A cell,CEL-seq2,normal,Homo sapiens,male,pancreas,unknown,59-year-old human stage,yE<v$ydA6g,cbaf2a53-1185-4056-a1e2-9fe26128eda5,alpha_MHC II,22,alpha_MHC II,0.0001433075518281544,alpha_MHC II,Adult_Human_PancreaticIslet_pkl,UBERON:0001264,CT:0000452,pancreatic A cell:MHC II,CL:0000171,skos:narrowMatch,"[{""gene_id"": ""HGNC:4191"", ""gene_label"": ""GCG"", ""ensembl_id"": ""ENSG00000115263"", ""mean_gene_expr_value"": 4.614938259124756}, {""gene_id"": ""HGNC:14359"", ""gene_label"": ""IRX2"", ""ensembl_id"": ""ENSG00000170561"", ""mean_gene_expr_value"": 0.5333553552627563}, {""gene_id"": ""HGNC:9286"", ""gene_label"": ""PPP1R1A"", ""ensembl_id"": ""ENSG00000135447"", ""mean_gene_expr_value"": 1.152092695236206}, {""gene_id"": ""HGNC:17171"", ""gene_label"": ""LOXL4"", ""ensembl_id"": ""ENSG00000138131"", ""mean_gene_expr_value"": 0.7041059732437134}, {""gene_id"": ""HGNC:6408"", ""gene_label"": ""MAFB"", ""ensembl_id"": ""ENSG00000204103"", ""mean_gene_expr_value"": 1.4211359024047852}, {""gene_id"": ""HGNC:3357"", ""gene_label"": ""ENPP2"", ""ensembl_id"": ""ENSG00000136960"", ""mean_gene_expr_value"": 0.9175483584403992}, {""gene_id"": ""HGNC:11060"", ""gene_label"": ""SLC7A2"", ""ensembl_id"": ""ENSG00000003989"", ""mean_gene_expr_value"": 1.725969910621643}, {""gene_id"": ""HGNC:28906"", ""gene_label"": ""G6PC2"", ""ensembl_id"": ""ENSG00000152254"", ""mean_gene_expr_value"": 1.542831301689148}, {""gene_id"": ""HGNC:17175"", ""gene_label"": ""PLCE1"", ""ensembl_id"": ""ENSG00000138193"", ""mean_gene_expr_value"": 0.46539604663848877}, {""gene_id"": ""HGNC:12405"", ""gene_label"": ""TTR"", ""ensembl_id"": ""ENSG00000118271"", ""mean_gene_expr_value"": 4.534958839416504}]"
D31.5_37,duct,PATO:0000384,UBERON:0001264,EFO:0010010,PATO:0000461,CL:0002079,unknown,HsapDv:0000153,NCBITaxon:9606,True,D31,cell,tissue,pancreatic ductal cell,CEL-seq2,normal,Homo sapiens,male,pancreas,unknown,59-year-old human stage,clR5Eo7ye|,cbaf2a53-1185-4056-a1e2-9fe26128eda5,delta,23,alpha_immature,0.9747089298898489,delta,Adult_Human_PancreaticIslet_pkl,UBERON:0001264,CT:0000462,pancreatic D cell,CL:0000173,skos:exactMatch,"[{""gene_id"": ""HGNC:11329"", ""gene_label"": ""SST"", ""ensembl_id"": ""ENSG00000157005"", ""mean_gene_expr_value"": 4.11848258972168}, {""gene_id"": ""HGNC:13447"", ""gene_label"": ""SLC38A1"", ""ensembl_id"": ""ENSG00000111371"", ""mean_gene_expr_value"": 0.5654918551445007}, {""gene_id"": ""HGNC:4901"", ""gene_label"": ""HHEX"", ""ensembl_id"": ""ENSG00000152804"", ""mean_gene_expr_value"": 0.19265581667423248}, {""gene_id"": ""HGNC:6554"", ""gene_label"": ""LEPR"", ""ensembl_id"": ""ENSG00000116678"", ""mean_gene_expr_value"": 0.23652367293834686}, {""gene_id"": ""HGNC:19097"", ""gene_label"": ""RBPMS"", ""ensembl_id"": ""ENSG00000157110"", ""mean_gene_expr_value"": 0.6419260501861572}, {""gene_id"": ""HGNC:3595"", ""gene_label"": ""FAT1"", ""ensembl_id"": ""ENSG00000083857"", ""mean_gene_expr_value"": 0.6204237937927246}, {""gene_id"": ""HGNC:9922"", ""gene_label"": ""RBP4"", ""ensembl_id"": ""ENSG00000138207"", ""mean_gene_expr_value"": 1.6463240385055542}, {""gene_id"": ""HGNC:6142"", ""gene_label"": ""ITGA6"", ""ensembl_id"": ""ENSG00000091409"", ""mean_gene_expr_value"": 0.4258449077606201}, {""gene_id"": ""HGNC:14107"", ""gene_label"": ""PMEPA1"", ""ensembl_id"": ""ENSG00000124225"", ""mean_gene_expr_value"": 0.8919343948364258}, {""gene_id"": ""HGNC:1107"", ""gene_label"": ""ZFP36L1"", ""ensembl_id"": ""ENSG00000185650"", ""mean_gene_expr_value"": 1.3888696432113647}]"
D31.5_38,beta,PATO:0000384,UBERON:0001264,EFO:0010010,PATO:0000461,CL:0000169,unknown,HsapDv:0000153,NCBITaxon:9606,True,D31,cell,tissue,type B pancreatic cell,CEL-seq2,normal,Homo sapiens,male,pancreas,unknown,59-year-old human stage,B1=Hy)wvY6,cbaf2a53-1185-4056-a1e2-9fe26128eda5,beta_immature,3,beta_MHC/autoantigen,0.0007490404476336946,beta_immature,Adult_Human_PancreaticIslet_pkl,UBERON:0001264,CT:0000457,type B pancreatic cell:immature,CL:0000171,skos:narrowMatch,"[{""gene_id"": ""HGNC:4191"", ""gene_label"": ""GCG"", ""ensembl_id"": ""ENSG00000115263"", ""mean_gene_expr_value"": 4.614938259124756}, {""gene_id"": ""HGNC:14359"", ""gene_label"": ""IRX2"", ""ensembl_id"": ""ENSG00000170561"", ""mean_gene_expr_value"": 0.5333553552627563}, {""gene_id"": ""HGNC:9286"", ""gene_label"": ""PPP1R1A"", ""ensembl_id"": ""ENSG00000135447"", ""mean_gene_expr_value"": 1.152092695236206}, {""gene_id"": ""HGNC:17171"", ""gene_label"": ""LOXL4"", ""ensembl_id"": ""ENSG00000138131"", ""mean_gene_expr_value"": 0.7041059732437134}, {""gene_id"": ""HGNC:6408"", ""gene_label"": ""MAFB"", ""ensembl_id"": ""ENSG00000204103"", ""mean_gene_expr_value"": 1.4211359024047852}, {""gene_id"": ""HGNC:3357"", ""gene_label"": ""ENPP2"", ""ensembl_id"": ""ENSG00000136960"", ""mean_gene_expr_value"": 0.9175483584403992}, {""gene_id"": ""HGNC:11060"", ""gene_label"": ""SLC7A2"", ""ensembl_id"": ""ENSG00000003989"", ""mean_gene_expr_value"": 1.725969910621643}, {""gene_id"": ""HGNC:28906"", ""gene_label"": ""G6PC2"", ""ensembl_id"": ""ENSG00000152254"", ""mean_gene_expr_value"": 1.542831301689148}, {""gene_id"": ""HGNC:17175"", ""gene_label"": ""PLCE1"", ""ensembl_id"": ""ENSG00000138193"", ""mean_gene_expr_value"": 0.46539604663848877}, {""gene_id"": ""HGNC:12405"", ""gene_label"": ""TTR"", ""ensembl_id"": ""ENSG00000118271"", ""mean_gene_expr_value"": 4.534958839416504}]"
D31.5_39,acinar,PATO:0000384,UBERON:0001264,EFO:0010010,PATO:0000461,CL:0002064,unknown,HsapDv:0000153,NCBITaxon:9606,True,D31,cell,tissue,pancreatic acinar cell,CEL-seq2,normal,Homo sapiens,male,pancreas,unknown,59-year-old human stage,Tr#A3)aAe(,cbaf2a53-1185-4056-a1e2-9fe26128eda5,delta,4,alpha_immature,0.0014853765504009569,delta,Adult_Human_PancreaticIslet_pkl,UBERON:0001264,CT:0000462,pancreatic D cell,CL:0000173,skos:exactMatch,"[{""gene_id"": ""HGNC:11329"", ""gene_label"": ""SST"", ""ensembl_id"": ""ENSG00000157005"", ""mean_gene_expr_value"": 4.11848258972168}, {""gene_id"": ""HGNC:13447"", ""gene_label"": ""SLC38A1"", ""ensembl_id"": ""ENSG00000111371"", ""mean_gene_expr_value"": 0.5654918551445007}, {""gene_id"": ""HGNC:4901"", ""gene_label"": ""HHEX"", ""ensembl_id"": ""ENSG00000152804"", ""mean_gene_expr_value"": 0.19265581667423248}, {""gene_id"": ""HGNC:6554"", ""gene_label"": ""LEPR"", ""ensembl_id"": ""ENSG00000116678"", ""mean_gene_expr_value"": 0.23652367293834686}, {""gene_id"": ""HGNC:19097"", ""gene_label"": ""RBPMS"", ""ensembl_id"": ""ENSG00000157110"", ""mean_gene_expr_value"": 0.6419260501861572}, {""gene_id"": ""HGNC:3595"", ""gene_label"": ""FAT1"", ""ensembl_id"": ""ENSG00000083857"", ""mean_gene_expr_value"": 0.6204237937927246}, {""gene_id"": ""HGNC:9922"", ""gene_label"": ""RBP4"", ""ensembl_id"": ""ENSG00000138207"", ""mean_gene_expr_value"": 1.6463240385055542}, {""gene_id"": ""HGNC:6142"", ""gene_label"": ""ITGA6"", ""ensembl_id"": ""ENSG00000091409"", ""mean_gene_expr_value"": 0.4258449077606201}, {""gene_id"": ""HGNC:14107"", ""gene_label"": ""PMEPA1"", ""ensembl_id"": ""ENSG00000124225"", ""mean_gene_expr_value"": 0.8919343948364258}, {""gene_id"": ""HGNC:1107"", ""gene_label"": ""ZFP36L1"", ""ensembl_id"": ""ENSG00000185650"", ""mean_gene_expr_value"": 1.3888696432113647}]"
